product_type,firm_size,firm_platform,account_team_rank,industry_type,procurement_locus,tech_savvy,industry_position,deal_size,meeting_count,internal_champion_score,bargaining_power_score,geography,ceo_education,firm_age_years,outcome
DSC,large,Oracle,average,tech,centralized,unknown,follower,35232,3,4,4,Europe,mba,29,NO SALE
CRM,large,IBM,high,tech,LOB_driven,naive,follower,30000,4,5,3,US,bsc,42,SALE
ERP,medium,Oracle,average,traditional_manufacturing,centralized,unknown,follower,98398,3,3,3,US,bsc,12,NO SALE
DSC,large,Oracle,average,automotive,centralized,naive,follower,124695,1,3,4,Europe,high_school,41,NO SALE
ERP,small,SAP,low,tech,procurement_driven,tech_savvy,leader,92973,2,2,3,US,bsc,14,NO SALE
CRM,small,Oracle,high,tech,procurement_driven,naive,follower,36040,1,3,3,Europe,mba,7,NO SALE
CRM,medium,Oracle,low,tech,LOB_driven,naive,follower,133757,4,2,3,ROW,bsc,27,NO SALE
DSC,medium,SAP,high,automotive,procurement_driven,tech_savvy,follower,141845,1,3,6,ROW,bsc,9,NO SALE
CRM,large,IBM,average,tech,LOB_driven,unknown,follower,54191,3,2,3,ROW,bsc,26,NO SALE
ERP,small,SAP,average,tech,LOB_driven,tech_savvy,follower,150000,4,3,4,ROW,bsc,4,NO SALE
CRM,small,Oracle,low,traditional_manufacturing,LOB_driven,unknown,leader,71482,1,1,4,ROW,bsc,4,NO SALE
DSC,large,IBM,average,automotive,procurement_driven,unknown,leader,55568,1,2,3,US,bsc,29,NO SALE
ERP,medium,IBM,low,tech,centralized,unknown,follower,99762,1,4,3,US,bsc,21,NO SALE
DSC,medium,IBM,high,automotive,LOB_driven,unknown,follower,45358,2,2,5,ROW,high_school,42,NO SALE
CRM,medium,SAP,high,tech,centralized,tech_savvy,leader,30000,1,3,2,Europe,mba,41,NO SALE
CRM,medium,Oracle,low,tech,centralized,naive,follower,35535,1,2,3,US,high_school,20,NO SALE
ERP,large,SAP,high,tech,procurement_driven,unknown,follower,104820,2,5,6,US,bsc,21,NO SALE
DSC,medium,IBM,average,automotive,procurement_driven,unknown,follower,53255,1,3,4,ROW,bsc,27,NO SALE
ERP,large,SAP,average,traditional_manufacturing,centralized,naive,leader,124404,3,5,4,Europe,bsc,33,NO SALE
CRM,small,SAP,average,automotive,centralized,naive,follower,75161,4,4,2,ROW,high_school,8,NO SALE
ERP,medium,IBM,high,tech,centralized,unknown,follower,150000,5,4,4,Europe,other_graduate,26,NO SALE
DSC,medium,Oracle,low,automotive,procurement_driven,naive,follower,70932,1,3,1,ROW,bsc,24,NO SALE
DSC,medium,SAP,average,automotive,centralized,unknown,leader,97412,2,3,3,Europe,other_graduate,29,NO SALE
CRM,medium,Oracle,low,traditional_manufacturing,procurement_driven,unknown,leader,47585,3,2,3,US,bsc,13,NO SALE
CRM,medium,SAP,low,healthcare,centralized,unknown,follower,37904,3,3,2,Europe,bsc,21,NO SALE
ERP,medium,Oracle,average,traditional_manufacturing,centralized,naive,follower,53310,4,2,3,US,bsc,20,NO SALE
DSC,large,Oracle,high,tech,procurement_driven,unknown,follower,67694,3,4,5,US,mba,50,NO SALE
ERP,medium,Oracle,low,automotive,procurement_driven,naive,follower,45798,1,2,3,ROW,bsc,28,NO SALE
ERP,large,Oracle,average,traditional_manufacturing,centralized,unknown,follower,150000,4,2,4,ROW,mba,44,NO SALE
ERP,medium,Oracle,average,traditional_manufacturing,centralized,tech_savvy,follower,112064,1,5,2,US,mba,23,NO SALE
CRM,medium,IBM,average,tech,LOB_driven,unknown,follower,132130,3,3,5,Europe,mba,67,NO SALE
ERP,small,SAP,low,traditional_manufacturing,centralized,naive,follower,70649,1,2,2,ROW,bsc,12,NO SALE
ERP,small,IBM,average,traditional_manufacturing,centralized,naive,follower,150000,1,2,2,Europe,bsc,18,NO SALE
CRM,large,SAP,high,traditional_manufacturing,centralized,unknown,leader,30000,2,5,3,US,bsc,83,NO SALE
ERP,large,IBM,average,traditional_manufacturing,procurement_driven,unknown,follower,150000,3,3,5,US,bsc,35,NO SALE
ERP,medium,IBM,average,automotive,centralized,unknown,leader,150000,4,3,3,Europe,bsc,16,NO SALE
CRM,small,SAP,average,healthcare,centralized,unknown,follower,56666,3,3,2,Europe,mba,11,NO SALE
ERP,large,Oracle,high,traditional_manufacturing,centralized,naive,leader,52681,2,5,3,US,other_graduate,37,NO SALE
ERP,medium,Oracle,average,automotive,LOB_driven,unknown,leader,48971,3,4,3,Europe,bsc,8,NO SALE
DSC,large,Oracle,high,traditional_manufacturing,procurement_driven,unknown,leader,132545,1,3,4,US,bsc,38,NO SALE
CRM,large,SAP,average,tech,LOB_driven,naive,follower,30000,1,3,3,Europe,mba,31,NO SALE
ERP,small,Oracle,high,traditional_manufacturing,procurement_driven,tech_savvy,follower,49802,1,3,4,Europe,some_university,9,NO SALE
ERP,medium,Oracle,high,traditional_manufacturing,procurement_driven,unknown,follower,150000,3,4,2,Europe,high_school,21,NO SALE
ERP,small,SAP,average,healthcare,centralized,naive,follower,30000,1,3,3,US,mba,11,NO SALE
CRM,medium,SAP,average,tech,procurement_driven,tech_savvy,leader,54047,4,2,3,US,bsc,9,NO SALE
ERP,small,IBM,average,tech,LOB_driven,naive,leader,65894,4,2,5,Europe,some_university,10,NO SALE
CRM,medium,IBM,average,tech,LOB_driven,tech_savvy,follower,75667,2,4,3,Europe,bsc,16,NO SALE
CRM,small,Oracle,low,healthcare,LOB_driven,tech_savvy,follower,67295,1,1,1,Europe,bsc,2,NO SALE
ERP,large,Oracle,average,traditional_manufacturing,LOB_driven,unknown,follower,150000,1,2,5,US,bsc,27,NO SALE
DSC,small,IBM,average,automotive,procurement_driven,unknown,follower,62637,4,3,4,US,mba,6,NO SALE
DSC,large,SAP,average,automotive,procurement_driven,unknown,follower,77662,3,3,4,US,bsc,28,NO SALE
CRM,medium,SAP,high,automotive,LOB_driven,unknown,follower,132468,1,5,3,Europe,high_school,18,NO SALE
DSC,large,IBM,high,automotive,procurement_driven,unknown,leader,63085,4,3,4,Europe,other_graduate,25,NO SALE
DSC,medium,Oracle,average,automotive,centralized,unknown,follower,38752,1,4,2,Europe,bsc,20,NO SALE
ERP,large,SAP,high,traditional_manufacturing,centralized,naive,follower,150000,2,2,3,Europe,mba,43,NO SALE
CRM,large,SAP,average,healthcare,centralized,tech_savvy,leader,135520,1,2,3,ROW,mba,44,NO SALE
CRM,small,Oracle,high,automotive,LOB_driven,naive,leader,106607,1,6,3,US,bsc,3,NO SALE
ERP,large,SAP,low,healthcare,centralized,naive,leader,95757,1,2,5,Europe,mba,52,NO SALE
ERP,medium,IBM,low,traditional_manufacturing,centralized,unknown,follower,150000,4,1,2,US,bsc,14,NO SALE
CRM,small,IBM,high,traditional_manufacturing,centralized,naive,follower,39359,2,4,3,ROW,other_graduate,3,NO SALE
CRM,medium,Oracle,low,traditional_manufacturing,procurement_driven,unknown,follower,30000,1,1,4,Europe,bsc,19,NO SALE
ERP,medium,Oracle,average,traditional_manufacturing,procurement_driven,unknown,leader,150000,4,4,3,US,bsc,43,NO SALE
ERP,small,IBM,average,traditional_manufacturing,centralized,unknown,follower,30000,2,2,3,Europe,bsc,5,NO SALE
CRM,small,Oracle,average,traditional_manufacturing,procurement_driven,naive,leader,30000,2,3,2,Europe,bsc,5,NO SALE
ERP,medium,IBM,average,healthcare,centralized,unknown,leader,150000,1,5,4,US,other_graduate,9,NO SALE
CRM,small,Oracle,low,tech,LOB_driven,naive,follower,30000,1,1,3,ROW,bsc,5,NO SALE
CRM,medium,Oracle,low,tech,procurement_driven,unknown,follower,105646,2,3,5,US,bsc,13,NO SALE
CRM,large,Oracle,average,tech,LOB_driven,unknown,follower,150000,3,3,6,US,mba,71,NO SALE
ERP,large,Oracle,average,traditional_manufacturing,LOB_driven,unknown,follower,150000,3,4,4,US,mba,36,NO SALE
ERP,medium,SAP,average,automotive,centralized,naive,leader,112093,2,3,3,Europe,mba,21,NO SALE
ERP,small,Oracle,average,tech,procurement_driven,naive,leader,54103,1,3,3,Europe,bsc,21,NO SALE
ERP,large,Oracle,average,healthcare,LOB_driven,unknown,follower,95953,4,5,5,US,mba,12,NO SALE
ERP,large,IBM,high,tech,LOB_driven,unknown,follower,96258,2,3,4,ROW,some_university,41,NO SALE
ERP,medium,SAP,average,traditional_manufacturing,centralized,naive,follower,133193,4,3,4,US,bsc,23,NO SALE
DSC,medium,SAP,high,automotive,LOB_driven,tech_savvy,follower,30000,1,5,4,US,some_university,12,NO SALE
ERP,medium,IBM,average,tech,LOB_driven,unknown,leader,126062,2,3,3,Europe,other_graduate,15,NO SALE
CRM,small,Oracle,average,traditional_manufacturing,procurement_driven,naive,follower,48918,3,4,3,Europe,bsc,2,NO SALE
CRM,small,Oracle,average,healthcare,centralized,unknown,follower,54271,1,3,3,Europe,some_university,10,NO SALE
CRM,small,SAP,low,tech,LOB_driven,naive,follower,30442,1,2,4,Europe,bsc,6,NO SALE
CRM,medium,SAP,low,healthcare,LOB_driven,tech_savvy,follower,60129,1,2,2,US,mba,13,NO SALE
DSC,medium,SAP,average,automotive,procurement_driven,naive,leader,150000,4,4,4,ROW,mba,18,NO SALE
DSC,small,SAP,low,automotive,LOB_driven,naive,follower,44467,1,3,5,US,some_university,4,NO SALE
ERP,large,SAP,high,traditional_manufacturing,procurement_driven,unknown,follower,91847,2,3,4,ROW,mba,19,NO SALE
ERP,medium,Oracle,average,traditional_manufacturing,procurement_driven,unknown,follower,38203,5,2,2,Europe,mba,4,NO SALE
ERP,medium,SAP,high,traditional_manufacturing,procurement_driven,unknown,follower,89700,3,3,3,Europe,bsc,16,NO SALE
ERP,small,IBM,average,tech,procurement_driven,naive,leader,64945,4,5,2,ROW,bsc,5,NO SALE
ERP,medium,IBM,average,healthcare,centralized,unknown,follower,30000,1,4,6,Europe,bsc,28,NO SALE
ERP,medium,Oracle,low,automotive,centralized,naive,leader,119609,3,3,3,ROW,bsc,26,SALE
CRM,medium,SAP,average,tech,procurement_driven,naive,leader,39987,3,3,5,Europe,some_university,22,NO SALE
CRM,medium,Oracle,average,tech,LOB_driven,unknown,follower,33634,3,5,3,US,high_school,21,NO SALE
CRM,small,IBM,average,healthcare,centralized,tech_savvy,leader,130074,2,6,2,Europe,mba,4,NO SALE
ERP,small,Oracle,average,traditional_manufacturing,procurement_driven,unknown,leader,47526,2,4,3,US,high_school,7,SALE
CRM,medium,SAP,average,traditional_manufacturing,LOB_driven,naive,follower,30000,1,2,2,US,bsc,32,NO SALE
DSC,small,SAP,low,tech,procurement_driven,tech_savvy,leader,39597,1,2,4,US,high_school,6,NO SALE
ERP,medium,Oracle,average,traditional_manufacturing,LOB_driven,tech_savvy,leader,81380,2,5,4,US,some_university,30,NO SALE
ERP,large,SAP,low,traditional_manufacturing,LOB_driven,unknown,leader,47492,3,3,3,Europe,bsc,44,NO SALE
DSC,large,IBM,average,traditional_manufacturing,procurement_driven,unknown,follower,83410,1,2,4,Europe,other_graduate,14,NO SALE
CRM,large,SAP,average,healthcare,centralized,unknown,follower,150000,2,4,5,Europe,mba,28,NO SALE
CRM,large,Oracle,average,traditional_manufacturing,centralized,unknown,leader,50518,1,4,3,ROW,bsc,32,NO SALE
CRM,medium,IBM,average,healthcare,LOB_driven,unknown,follower,74063,3,3,5,US,mba,12,NO SALE
DSC,large,SAP,average,tech,LOB_driven,naive,follower,141084,2,2,3,US,mba,33,NO SALE
ERP,large,SAP,average,traditional_manufacturing,centralized,unknown,leader,150000,3,3,4,Europe,other_graduate,27,SALE
DSC,large,SAP,low,traditional_manufacturing,procurement_driven,unknown,leader,39656,2,2,3,US,other_graduate,58,NO SALE
CRM,small,Oracle,average,tech,LOB_driven,naive,leader,53299,1,4,2,Europe,other_graduate,5,SALE
ERP,large,SAP,average,automotive,centralized,unknown,follower,115100,3,2,4,ROW,some_university,36,NO SALE
ERP,small,Oracle,average,traditional_manufacturing,procurement_driven,naive,leader,150000,4,2,3,Europe,high_school,6,NO SALE
CRM,medium,SAP,high,automotive,centralized,unknown,follower,65961,3,3,3,Europe,some_university,30,NO SALE
ERP,large,IBM,average,traditional_manufacturing,centralized,unknown,follower,49664,1,2,6,US,mba,26,NO SALE
CRM,medium,IBM,low,automotive,centralized,unknown,follower,33333,1,1,3,US,some_university,24,NO SALE
CRM,large,Oracle,high,healthcare,LOB_driven,unknown,follower,150000,3,2,2,US,bsc,22,SALE
DSC,small,IBM,low,automotive,centralized,naive,follower,41970,5,4,3,ROW,bsc,15,NO SALE
ERP,medium,SAP,average,traditional_manufacturing,LOB_driven,unknown,follower,55031,1,2,3,ROW,bsc,30,NO SALE
CRM,large,SAP,average,tech,LOB_driven,naive,leader,65120,1,1,3,Europe,mba,52,NO SALE
CRM,large,SAP,average,traditional_manufacturing,LOB_driven,unknown,follower,30000,2,2,5,US,mba,34,NO SALE
ERP,large,IBM,average,traditional_manufacturing,centralized,unknown,follower,133067,3,3,6,US,bsc,44,NO SALE
CRM,medium,Oracle,average,healthcare,centralized,naive,follower,44473,3,4,3,Europe,mba,27,SALE
CRM,medium,Oracle,average,tech,centralized,naive,follower,91456,1,3,3,US,bsc,73,NO SALE
ERP,medium,Oracle,average,tech,procurement_driven,tech_savvy,follower,150000,4,2,2,Europe,bsc,19,NO SALE
CRM,small,Oracle,average,traditional_manufacturing,centralized,unknown,follower,30000,1,3,2,US,bsc,6,NO SALE
CRM,small,IBM,average,healthcare,LOB_driven,unknown,follower,49728,4,4,4,Europe,high_school,10,NO SALE
CRM,medium,Oracle,average,automotive,LOB_driven,unknown,follower,43712,2,5,2,ROW,bsc,30,NO SALE
CRM,small,SAP,high,automotive,procurement_driven,naive,follower,30000,1,4,4,Europe,high_school,4,NO SALE
ERP,medium,IBM,low,healthcare,procurement_driven,naive,follower,150000,2,2,5,Europe,mba,10,NO SALE
CRM,large,Oracle,average,tech,procurement_driven,unknown,leader,40934,1,4,4,US,mba,50,NO SALE
ERP,medium,SAP,high,healthcare,procurement_driven,unknown,follower,77816,4,5,4,Europe,mba,17,NO SALE
ERP,medium,Oracle,average,healthcare,procurement_driven,unknown,leader,150000,2,3,2,Europe,high_school,12,NO SALE
CRM,medium,IBM,low,automotive,procurement_driven,unknown,follower,59752,1,4,4,US,other_graduate,17,NO SALE
CRM,large,Oracle,high,healthcare,centralized,unknown,follower,30000,2,4,1,US,mba,19,NO SALE
DSC,large,SAP,average,traditional_manufacturing,centralized,unknown,follower,62400,1,4,6,US,mba,45,SALE
CRM,small,SAP,high,tech,LOB_driven,tech_savvy,follower,72336,1,5,5,Europe,some_university,8,NO SALE
ERP,medium,SAP,low,traditional_manufacturing,centralized,naive,follower,90912,1,2,3,Europe,bsc,7,NO SALE
CRM,large,Oracle,low,tech,LOB_driven,unknown,leader,76793,2,1,3,US,bsc,58,NO SALE
CRM,medium,SAP,average,healthcare,LOB_driven,tech_savvy,leader,73686,1,4,2,US,high_school,18,NO SALE
CRM,small,IBM,average,traditional_manufacturing,LOB_driven,unknown,follower,35630,2,3,4,ROW,bsc,25,NO SALE
DSC,small,SAP,average,automotive,LOB_driven,unknown,leader,112676,1,4,2,Europe,bsc,3,NO SALE
CRM,small,SAP,average,tech,LOB_driven,naive,follower,30000,1,3,3,US,bsc,24,NO SALE
CRM,medium,SAP,low,traditional_manufacturing,procurement_driven,unknown,follower,30000,2,4,4,US,mba,12,SALE
DSC,large,Oracle,average,automotive,LOB_driven,unknown,leader,38589,1,4,3,US,mba,35,NO SALE
CRM,medium,SAP,low,tech,centralized,unknown,follower,101260,3,1,3,Europe,mba,24,NO SALE
DSC,medium,SAP,average,automotive,centralized,naive,follower,39552,2,3,4,ROW,bsc,18,NO SALE
ERP,medium,Oracle,average,healthcare,centralized,unknown,leader,118726,3,3,2,ROW,mba,27,NO SALE
CRM,small,Oracle,low,automotive,LOB_driven,unknown,follower,30000,2,2,2,Europe,bsc,9,NO SALE
ERP,medium,IBM,high,tech,LOB_driven,unknown,follower,76725,2,5,4,Europe,mba,11,NO SALE
ERP,medium,IBM,high,traditional_manufacturing,centralized,unknown,follower,150000,3,6,3,US,some_university,14,SALE
DSC,large,IBM,average,automotive,centralized,unknown,follower,30000,3,3,4,US,bsc,51,NO SALE
DSC,medium,IBM,high,automotive,LOB_driven,unknown,leader,150000,1,4,5,ROW,some_university,15,NO SALE
ERP,large,SAP,average,traditional_manufacturing,procurement_driven,naive,follower,147411,2,2,6,Europe,some_university,40,NO SALE
ERP,medium,Oracle,average,traditional_manufacturing,procurement_driven,unknown,follower,77690,2,3,4,US,bsc,12,NO SALE
CRM,small,Oracle,high,tech,LOB_driven,unknown,follower,94401,1,3,4,ROW,bsc,6,NO SALE
DSC,medium,IBM,average,automotive,procurement_driven,unknown,follower,57223,4,2,5,Europe,bsc,20,NO SALE
ERP,medium,IBM,average,tech,centralized,unknown,follower,30000,2,3,2,Europe,bsc,10,NO SALE
ERP,medium,IBM,low,traditional_manufacturing,centralized,unknown,leader,50302,3,2,2,US,bsc,15,NO SALE
CRM,medium,Oracle,average,tech,LOB_driven,unknown,follower,30000,3,2,1,ROW,some_university,17,NO SALE
CRM,small,SAP,average,traditional_manufacturing,LOB_driven,unknown,follower,30000,2,4,4,US,mba,4,NO SALE
CRM,medium,IBM,average,tech,LOB_driven,tech_savvy,follower,108074,4,3,4,Europe,bsc,8,NO SALE
DSC,small,IBM,average,tech,procurement_driven,tech_savvy,follower,86126,4,3,2,Europe,some_university,6,NO SALE
ERP,medium,SAP,high,healthcare,centralized,unknown,follower,131063,2,3,4,US,mba,12,NO SALE
CRM,medium,IBM,average,healthcare,LOB_driven,unknown,follower,35267,3,3,4,US,mba,15,NO SALE
DSC,large,IBM,average,traditional_manufacturing,LOB_driven,unknown,follower,100871,2,5,4,Europe,bsc,83,NO SALE
ERP,medium,IBM,high,automotive,centralized,naive,follower,101249,5,4,3,Europe,other_graduate,27,NO SALE
ERP,small,IBM,average,tech,procurement_driven,naive,follower,35483,5,3,3,Europe,other_graduate,3,NO SALE
CRM,medium,Oracle,high,traditional_manufacturing,centralized,unknown,follower,150000,2,3,4,Europe,some_university,8,SALE
CRM,medium,IBM,low,tech,centralized,tech_savvy,follower,30000,2,2,4,US,bsc,12,NO SALE
DSC,small,SAP,low,traditional_manufacturing,LOB_driven,unknown,follower,61976,1,1,3,Europe,bsc,16,NO SALE
ERP,medium,SAP,average,tech,procurement_driven,unknown,follower,150000,4,2,4,US,bsc,56,NO SALE
ERP,medium,SAP,low,healthcare,centralized,unknown,leader,93749,1,1,4,Europe,bsc,13,NO SALE
CRM,small,IBM,high,healthcare,LOB_driven,tech_savvy,follower,104568,1,4,3,US,some_university,7,NO SALE
ERP,small,SAP,high,traditional_manufacturing,centralized,tech_savvy,follower,46650,3,4,2,Europe,high_school,26,SALE
CRM,medium,IBM,low,traditional_manufacturing,LOB_driven,unknown,follower,136893,2,3,3,Europe,bsc,27,NO SALE
DSC,small,Oracle,high,tech,centralized,naive,follower,49703,3,4,5,US,mba,7,NO SALE
ERP,medium,Oracle,low,traditional_manufacturing,centralized,naive,follower,97515,3,4,4,Europe,mba,24,NO SALE
ERP,large,SAP,average,traditional_manufacturing,centralized,unknown,follower,71633,1,3,6,ROW,mba,44,NO SALE
CRM,small,IBM,low,healthcare,procurement_driven,naive,follower,105343,2,3,4,Europe,high_school,16,NO SALE
DSC,medium,Oracle,low,automotive,centralized,unknown,leader,118443,2,3,4,Europe,bsc,23,NO SALE
DSC,medium,Oracle,low,healthcare,LOB_driven,unknown,follower,56000,3,1,3,Europe,mba,18,NO SALE
ERP,small,Oracle,high,tech,procurement_driven,naive,leader,30278,4,6,2,Europe,mba,8,NO SALE
ERP,small,SAP,low,tech,centralized,tech_savvy,leader,72777,4,1,5,ROW,other_graduate,18,NO SALE
DSC,large,IBM,high,automotive,centralized,unknown,follower,30000,1,4,5,ROW,bsc,20,NO SALE
CRM,medium,Oracle,average,tech,LOB_driven,unknown,leader,30000,3,5,3,US,some_university,25,NO SALE
DSC,large,IBM,average,automotive,procurement_driven,unknown,leader,150000,2,4,5,Europe,high_school,30,NO SALE
ERP,small,SAP,average,automotive,centralized,naive,follower,31628,2,3,3,ROW,bsc,8,NO SALE
DSC,medium,SAP,high,traditional_manufacturing,procurement_driven,naive,follower,143545,3,5,4,Europe,bsc,9,NO SALE
ERP,small,SAP,high,healthcare,procurement_driven,naive,follower,150000,3,2,4,ROW,bsc,13,NO SALE
CRM,small,SAP,average,tech,procurement_driven,tech_savvy,follower,30000,1,5,1,ROW,bsc,3,NO SALE
DSC,medium,IBM,average,traditional_manufacturing,procurement_driven,unknown,follower,48119,3,3,6,Europe,bsc,27,NO SALE
ERP,medium,SAP,average,healthcare,LOB_driven,unknown,follower,78014,2,2,5,US,high_school,20,NO SALE
CRM,medium,IBM,average,traditional_manufacturing,LOB_driven,unknown,follower,80840,4,3,3,ROW,high_school,20,NO SALE
CRM,small,SAP,average,tech,LOB_driven,unknown,leader,30000,3,5,2,Europe,bsc,10,NO SALE
CRM,medium,Oracle,average,tech,centralized,tech_savvy,leader,30000,3,4,3,US,some_university,17,NO SALE
DSC,medium,Oracle,high,automotive,procurement_driven,tech_savvy,follower,70690,3,5,4,Europe,mba,18,NO SALE
ERP,medium,SAP,high,tech,centralized,naive,follower,65340,3,4,3,Europe,bsc,16,NO SALE
ERP,medium,Oracle,high,traditional_manufacturing,procurement_driven,unknown,leader,87305,2,2,5,Europe,bsc,32,NO SALE
ERP,medium,SAP,average,traditional_manufacturing,LOB_driven,unknown,follower,150000,1,5,1,Europe,bsc,22,NO SALE
CRM,medium,SAP,average,tech,centralized,naive,follower,30000,1,4,3,ROW,some_university,25,NO SALE
CRM,small,IBM,low,tech,centralized,tech_savvy,leader,59916,1,4,3,ROW,bsc,16,SALE
ERP,large,SAP,average,automotive,centralized,naive,leader,150000,1,4,1,ROW,bsc,33,SALE
CRM,medium,Oracle,low,tech,centralized,unknown,leader,30000,3,3,5,Europe,bsc,39,NO SALE
CRM,medium,Oracle,average,tech,LOB_driven,unknown,leader,32234,1,3,4,US,other_graduate,39,NO SALE
ERP,medium,Oracle,average,healthcare,procurement_driven,naive,leader,49031,1,1,4,US,high_school,20,NO SALE
CRM,medium,Oracle,average,healthcare,LOB_driven,unknown,follower,57695,1,4,4,ROW,high_school,20,NO SALE
CRM,medium,Oracle,low,tech,procurement_driven,unknown,follower,30000,1,3,5,US,bsc,10,NO SALE
DSC,small,Oracle,average,traditional_manufacturing,procurement_driven,naive,leader,86469,2,4,4,Europe,bsc,4,NO SALE
ERP,large,SAP,low,tech,LOB_driven,tech_savvy,leader,150000,3,1,3,Europe,mba,26,NO SALE
CRM,medium,SAP,low,tech,LOB_driven,naive,follower,150000,2,4,4,ROW,high_school,32,NO SALE
ERP,medium,IBM,average,tech,centralized,unknown,follower,141920,4,4,4,Europe,mba,20,NO SALE
DSC,large,SAP,average,automotive,centralized,unknown,follower,53843,3,2,3,ROW,mba,41,NO SALE
CRM,small,Oracle,average,tech,LOB_driven,tech_savvy,leader,44978,1,3,2,US,bsc,12,NO SALE
CRM,large,Oracle,high,tech,LOB_driven,unknown,leader,77105,2,3,1,ROW,bsc,22,NO SALE
ERP,small,Oracle,average,traditional_manufacturing,LOB_driven,naive,follower,150000,1,3,5,US,some_university,5,NO SALE
ERP,small,Oracle,average,traditional_manufacturing,procurement_driven,unknown,leader,33919,4,6,5,Europe,some_university,11,NO SALE
ERP,large,Oracle,average,healthcare,centralized,unknown,follower,147111,2,4,4,Europe,some_university,31,NO SALE
ERP,medium,IBM,high,traditional_manufacturing,centralized,naive,follower,141743,5,2,4,US,bsc,16,NO SALE
ERP,large,IBM,average,tech,centralized,unknown,leader,150000,4,3,5,Europe,bsc,45,NO SALE
CRM,large,SAP,average,traditional_manufacturing,LOB_driven,unknown,leader,150000,2,4,3,US,bsc,41,NO SALE
DSC,medium,Oracle,average,automotive,procurement_driven,naive,follower,150000,2,3,2,ROW,bsc,63,SALE
DSC,medium,IBM,average,traditional_manufacturing,LOB_driven,naive,follower,88517,4,2,3,Europe,bsc,14,NO SALE
CRM,small,Oracle,low,healthcare,centralized,unknown,follower,30000,1,2,3,ROW,bsc,14,NO SALE
CRM,medium,IBM,average,traditional_manufacturing,centralized,unknown,leader,150000,3,3,3,US,mba,29,NO SALE
ERP,large,SAP,average,tech,centralized,naive,follower,110807,2,1,5,US,mba,37,SALE
DSC,large,Oracle,high,automotive,centralized,unknown,leader,38619,3,6,3,US,bsc,33,NO SALE
ERP,large,IBM,average,traditional_manufacturing,centralized,naive,leader,85778,2,3,4,ROW,bsc,41,NO SALE
DSC,large,SAP,low,automotive,LOB_driven,naive,leader,56306,2,2,3,ROW,mba,80,NO SALE
ERP,small,SAP,low,traditional_manufacturing,centralized,tech_savvy,leader,89984,2,2,4,ROW,high_school,10,NO SALE
ERP,small,Oracle,average,tech,procurement_driven,unknown,leader,82640,3,5,2,ROW,other_graduate,25,NO SALE
DSC,medium,SAP,high,traditional_manufacturing,procurement_driven,naive,follower,150000,1,4,4,ROW,mba,6,SALE
ERP,medium,Oracle,average,automotive,procurement_driven,unknown,follower,30000,1,2,4,ROW,other_graduate,32,NO SALE
CRM,small,SAP,high,healthcare,centralized,naive,follower,52726,1,5,3,US,mba,5,SALE
CRM,medium,IBM,high,tech,centralized,naive,leader,33932,3,4,2,Europe,other_graduate,17,NO SALE
DSC,medium,Oracle,high,traditional_manufacturing,centralized,naive,follower,76441,2,3,3,Europe,high_school,19,NO SALE
CRM,large,SAP,average,traditional_manufacturing,LOB_driven,unknown,follower,31774,2,2,2,ROW,mba,52,NO SALE
ERP,small,IBM,average,traditional_manufacturing,centralized,unknown,leader,89801,3,2,3,Europe,some_university,4,SALE
CRM,small,SAP,low,traditional_manufacturing,procurement_driven,naive,follower,30000,3,4,3,Europe,high_school,5,NO SALE
CRM,large,Oracle,average,healthcare,LOB_driven,naive,follower,75947,3,5,3,Europe,mba,23,NO SALE
CRM,large,SAP,high,tech,LOB_driven,naive,follower,115302,3,5,5,ROW,high_school,25,NO SALE
CRM,small,Oracle,average,tech,LOB_driven,tech_savvy,leader,74323,2,4,3,Europe,high_school,5,SALE
DSC,medium,IBM,average,automotive,LOB_driven,naive,follower,150000,2,3,3,Europe,high_school,26,NO SALE
CRM,medium,Oracle,low,tech,centralized,tech_savvy,leader,87657,2,4,4,US,bsc,20,NO SALE
CRM,small,Oracle,average,traditional_manufacturing,centralized,unknown,leader,137556,2,2,4,ROW,bsc,21,NO SALE
ERP,medium,Oracle,average,traditional_manufacturing,LOB_driven,tech_savvy,follower,57986,2,4,3,Europe,bsc,14,NO SALE
CRM,large,Oracle,average,healthcare,procurement_driven,naive,leader,87969,1,2,4,US,bsc,31,NO SALE
CRM,small,Oracle,average,tech,LOB_driven,unknown,leader,51902,1,3,4,Europe,bsc,7,NO SALE
ERP,medium,IBM,high,tech,centralized,naive,follower,55518,3,3,4,Europe,bsc,37,NO SALE
ERP,medium,SAP,low,tech,centralized,unknown,leader,143118,2,2,3,US,bsc,27,NO SALE
DSC,small,IBM,average,tech,procurement_driven,tech_savvy,follower,36468,4,3,4,ROW,some_university,2,NO SALE
CRM,medium,Oracle,average,tech,LOB_driven,unknown,leader,54815,2,3,5,US,mba,22,NO SALE
CRM,medium,Oracle,low,tech,centralized,unknown,follower,38497,5,1,4,US,bsc,28,NO SALE
DSC,medium,SAP,low,traditional_manufacturing,procurement_driven,unknown,leader,87647,3,3,6,Europe,bsc,26,NO SALE
ERP,small,SAP,low,tech,centralized,unknown,follower,150000,1,3,3,ROW,mba,5,NO SALE
DSC,large,SAP,high,automotive,procurement_driven,naive,leader,146985,3,4,5,Europe,bsc,36,NO SALE
CRM,large,IBM,high,tech,LOB_driven,unknown,follower,35409,4,4,1,US,mba,64,NO SALE
